# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
44.2            	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848881e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220097e-04 1.94816383e-01 3.19775482e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.2            	p               	-8.62368352e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.21           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848879e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219510e-04 1.94816384e-01 3.19775470e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.21           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.22           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848879e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218851e-04 1.94816384e-01 3.19775470e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.22           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.23           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848889e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219601e-04 1.94816384e-01 3.19775501e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.23           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.24           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848903e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219410e-04 1.94816384e-01 3.19775490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.24           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.25           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848903e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219083e-04 1.94816384e-01 3.19775490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.25           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.26           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848903e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218830e-04 1.94816385e-01 3.19775490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.26           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.27           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848926e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220103e-04 1.94816384e-01 3.19775514e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.27           	p               	-8.62368345e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.28           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848935e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219378e-04 1.94816384e-01 3.19775482e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.28           	p               	-8.62368346e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.29           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848935e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218389e-04 1.94816385e-01 3.19775482e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.29           	p               	-8.62368346e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.3            	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848924e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219651e-04 1.94816384e-01 3.19775502e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.3            	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.31           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848912e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219498e-04 1.94816384e-01 3.19775494e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.31           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.32           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848912e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219129e-04 1.94816385e-01 3.19775494e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.32           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.33           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848902e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220242e-04 1.94816384e-01 3.19775507e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.33           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.34           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848889e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219510e-04 1.94816384e-01 3.19775474e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.34           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.35           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848878e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219770e-04 1.94816383e-01 3.19775471e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.35           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.36           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848878e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220157e-04 1.94816383e-01 3.19775471e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.36           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.37           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848876e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219234e-04 1.94816384e-01 3.19775452e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.37           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.38           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848883e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220259e-04 1.94816383e-01 3.19775489e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.38           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.39           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848894e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219965e-04 1.94816384e-01 3.19775486e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.39           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.4            	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848894e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219520e-04 1.94816384e-01 3.19775486e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.4            	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.41           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848902e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220556e-04 1.94816384e-01 3.19775510e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.41           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.42           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848901e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219666e-04 1.94816384e-01 3.19775476e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.42           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.43           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848901e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218532e-04 1.94816385e-01 3.19775476e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.43           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.44           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848886e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219627e-04 1.94816384e-01 3.19775497e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.44           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.45           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848870e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219261e-04 1.94816384e-01 3.19775480e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.45           	p               	-8.62368346e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.46           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848864e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220088e-04 1.94816384e-01 3.19775476e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.46           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.47           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848866e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219697e-04 1.94816384e-01 3.19775466e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.47           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.48           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848866e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219183e-04 1.94816384e-01 3.19775466e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.48           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.49           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848879e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219559e-04 1.94816384e-01 3.19775502e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.49           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.5            	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848889e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219621e-04 1.94816384e-01 3.19775496e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.5            	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.51           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848889e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219036e-04 1.94816384e-01 3.19775496e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.51           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.52           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848889e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218481e-04 1.94816385e-01 3.19775496e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.52           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.53           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848887e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220043e-04 1.94816384e-01 3.19775507e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.53           	p               	-8.62368345e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.54           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848888e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219564e-04 1.94816384e-01 3.19775471e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.54           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.55           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848888e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218782e-04 1.94816384e-01 3.19775471e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.55           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.56           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848892e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219981e-04 1.94816384e-01 3.19775486e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.56           	p               	-8.62368350e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.57           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848890e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219441e-04 1.94816384e-01 3.19775487e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.57           	p               	-8.62368351e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.58           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848890e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218667e-04 1.94816385e-01 3.19775487e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.58           	p               	-8.62368351e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.59           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848880e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219824e-04 1.94816384e-01 3.19775508e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.59           	p               	-8.62368351e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.6            	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848869e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219418e-04 1.94816384e-01 3.19775482e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.6            	p               	-8.62368351e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.61           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848864e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219936e-04 1.94816383e-01 3.19775475e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.61           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.62           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848864e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220539e-04 1.94816383e-01 3.19775475e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.62           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.63           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848871e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219457e-04 1.94816384e-01 3.19775454e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.63           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.64           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848883e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220175e-04 1.94816383e-01 3.19775489e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.64           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.65           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848896e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219688e-04 1.94816384e-01 3.19775490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.65           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.66           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848896e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219087e-04 1.94816385e-01 3.19775490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.66           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.67           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848903e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27220208e-04 1.94816384e-01 3.19775516e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.67           	p               	-8.62368349e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.68           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848904e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219554e-04 1.94816384e-01 3.19775484e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.68           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.69           	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848904e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27218652e-04 1.94816385e-01 3.19775484e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.69           	p               	-8.62368348e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.7            	U               	(-1.69491385e-01 -1.63132688e-01 -4.08848895e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219178e-04 1.94816384e-01 3.19775501e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.7            	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
44.71           	U               	(-1.69491386e-01 -1.63132688e-01 -4.08848888e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27219239e-04 1.94816385e-01 3.19775499e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
44.71           	p               	-8.62368347e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939356e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
